summary,coherence_score
"Taenia tapeworms are a mosquito-borne parasite that infects rodents and lagomorphs. The larval stage of Taenia serialis commonly parasitizes rodents, primates and primates endemic to Ethiopia. Geladas exhibit protuberant larval cysts indicative of advanced T. serialis infection and are associated with high mortality. However, non-protuberant larvae develop in the deep tissue of the abdominal cavity, leading to underestimates of the prevalence based solely on the presence of cysts. We adapted a non-invasive monoclonal antibody-based enzyme-linked immunosorbent assay (ELISA) to detect circulating TaenIA spp. antigen in dried gelada urine. We found that ELISA was highly accurate in detecting TaENia antigen, with 98.4% specificity, 98.5% sensitivity, area curve 0.99. We also found that the prevalence of infection was substantially widespread in the wild gelada population, with a substantially widespread occurrence of visible T.serialis cysts (16.4%, 6% of the population exhibited cysts) and a significant sex bias in the cyst presence. Contrary to the female-biased bias observed in Taenias-host systems, we found no sex bias between cyst and antigen presence (older individuals were more likely to have cysts), and no age bias in antigen presence. We interpret this finding to indicate that T. seris infects individuals early in life and may result in visible disease later in life.",0.5023833513259888
"Horizontal gene transfer mediated by plasmid conjugation plays a significant role in the evolution of bacterial species, dissemination of antibiotic resistance and pathogenicity determinants. Characterization of regulation is important for gaining insights into its features. Relatively little is known about how conjugations of Gram-positive plasmids are regulated. Here, we characterized the expression of the native Bacillus subtilis pLS20 gene. Contrary to enterococcal and other Gram-negative Plasmids, conjugated pLSs are activated by recipient-produced pheromones. We found that conjugate is kept in a default “” state and identified a master repressor responsible for its repression. Activation of conjugating genes requires relief from repression, mediated by an anti-repressor that belongs to the Rap family of proteins. Using RNA sequencing methodology and genetic approaches, we determined the regulatory effects of repressor and anti-receptor expression on pLS 20 genes. We show that the activity of the anti-regressor is regulated by an intercellular signaling peptide. Ultimately, the peptide dictates the timing of conjugeation. The implications of this regulatory mechanism in comparison to mobile systems are discussed.",0.5023825168609619
"Zoonotic disease (ZD) poses a threat to human health in low-income countries. In many countries, the human burden of disease is underestimated due to insufficient monitoring and insufficient funding. Quantification of the impact of zoonoses helps prioritizing healthcare needs. Kyrgyzstan is a poor, mountainous country with 48% of its population employed in agriculture and a population living below the poverty line. We conducted a systematic review of the burden of ZD and assessed the impact on ZDs. We collected data on the estimated burden of zDs and addressed the underestimation of officially reported disease incidence. We estimated the incidences of ZDs and calculate the incidence-based Disability Adjusted Life Years (DALYs). The standardized health gap measure enhances comparability of injuries and diseases. The combined burden of alveolar and cystic echinococcosis, cystic and campylobacteriosis, congenital toxoplasmosis, non-typhoidal salmonellosis, and rabies in 2013 was 35,209 DALYS [95% Uncertainty interval (UI):13,413–83,777]; 576 deaths were attributed to infections. This estimate is comparable to HIV. Community-based surveillance studies and hospital-based registration of occurrences of Zoonoses will increase the accuracy of estimates.",0.502379298210144
"Vaccinia virus (VACV) and K1 C7 are two major poxviruses that cause disease in humans and animals. In mammals, the virus is able to replicate in a wide range of host tissues, including ruminants. However, the host-specific differences in the SAMD9/SAMD9L genes are not well understood. In this study, we show that the human SAMD 9, a tumor suppressor restriction factor, antagonizes two classes of poxvirus proteins, the vaccinia virus K1 and C7. In contrast, the mammalian SAMD8, a protein that is encoded by the virus, functions similarly in mammals, and is a critical host barrier against poxiruses to overcome establish infection. In mice, we find that the virus can overcome the restriction of the virus by inhibiting the virus's replication and pathogenesis. In addition, we demonstrate that the S.AMD9 and S.M.L restriction factors are able to overcome the virus’s restriction of K1, C7, and the K1-C7 homologs in diverse mammalian poxiviruses, indicating that the host species-specific difference in the two genes serves as a barrier to cross-species poxirus transmission.",0.5023833513259888
"High levels of serum IgE are considered to be markers of parasite helminth exposure. In addition, they are associated with allergic disorders, and play a key role in anti-tumoral defence, which are crucial mediators of autoimmune diseases. Total IgE is a strongly heritable trait. In this genome-wide association study (GWAS), we tested 353,569 SNPs for association with total IgE levels in 1,530 individuals from a population-based KORA S3/F3 study. Replication was performed independent of population-wide study samples (total n  =  9,769 individuals). Functional variants of a gene encoding alpha chain high affinity receptor IgE (FCER1A) on chromosome 1q23 (rs2251746 and rs2427837) were strongly associated with total and serum levels in cohorts with P values of 1.85×10−20 and 7.08×10–19 combined analysis. Furthermore, post- hoc analysis showed additional associations with allergic sensitization (P values of 7.78x10−4 P = 1.95×10+3) and increased risk of atopic eczema and asthma. Our GWAS data also confirm the association between gene expression and IgE level.",0.5023818612098694
"Modified vaccinia virus Ankara (MVA) is an attenuated double-stranded DNA poxvirus currently developed as a vaccine vector for HIV/AIDS. Profiling innate immune responses induced by MVA is essential for the design of vaccine vectors anticipating potential adverse interactions with naturally acquired vaccine-induced immune responses. In this study, we report the innate immune sensing of MVA cytokine responses in human THP-1 cells, primary human macrophages and mouse bone marrow-derived macrophage (BMDMs). We found that innate immune response elicited in MVA in human BMDMs was characterized by robust chemokine production and a fairly weak pro-inflammatory cytokine response. We also identified a critical role for TLR2, TLR6 and MyD88 in the production of IFNβ-independent chemokines. MVA induced marked-regulation of the expression of RIG-like receptors (RLR) and IPS-1 adapter (known as Cardif, MAVS VISA) and reduced expression of NALP3, ASC and caspase-1 shRNAs. Innate immune sensing by the MVA host is essential to the development of new vaccine vectors.",0.5023834109306335
"Proteome utilization is a key determinant of cellular growth rates and fitness. However, the magnitude of variability in un-utilized protein expression in natural settings is unknown, largely due to the challenge of determining environment-specific proteome utilization. Here, we address this challenge by combining absolute global proteomics data combined with a recently developed genome-scale model of Escherichia coli. We show that nearly half of the proteome mass is unused in certain environments accounting for the cost of unused protein expression explains >95% of the variance in growth rates across 16 distinct environments. Furthermore, reduction in unused protein is shown to be a common mechanism to increase cellular growth rate in adaptive evolution experiments. We also show that unused protein encodes nutrient-stress- and preparedness functions, which convey fitness benefits in varying environments. Finally, unused protein can be a source of large pervasive fitness costs that provide a benefit for hedging environmental change.",0.5023797750473022
"Enteropathogenic Escherichia coli (EPEC) strains are defined as extracellular pathogens that nucleate actin rich pedestal-like membrane extensions that intestinal enterocytes intimately adhere to. EPEC infection is mediated by type III secretion system effectors, which modulate host cell signaling. Recently, we have shown that WxxxE effector EspT activates Rac1 Cdc42 leading to membrane ruffles in lamellipodia. We report that EspT-induced membrane ruffleles facilitate EPEC invasion of non-phagocytic cells via Rac1 Wave2. Internalized EPEC resides in the vacuole membrane of the intestinal enterocyte and is localized to a vacuolar membrane, resulting in actin polymerization and formation of intracellular pedestals. Our data breaks the dogma that EPEC is a new category of invasive EPEC.",0.5023838877677917
"The plant Arabidopsis halleri is a compelling model for extremophile, physiologically distinct sister species of A. lyrata, A. thaliana. Naturally selected metal hypertolerance and extraordinarily high leaf metal accumulation in A. halleri require Heavy Metal ATPase4 (HMA4), a PIB-type ATPase that pumps Zn2+ and Cd2+ into specific cell types. Strongly enhanced HMA4 expression results from a combination of gene copy number expansion and cis-regulatory modifications, compared to A. albopictus. Our studies addressed the nucleotide sequence polymorphism loci known to govern adaptation to environmental adaptation. We sequenced 13 DNA segments in the HMA1 genomic region of multiple A.halleri individuals in diverse habitats. Compared to control loci flanking tandem HMA2 gene copies, gradual depletion of nucleotide sequences and excess of low-frequency polymorphisms hallmarks positive selection of HMA3 promoter regions, culminating in HMA-3-3. These findings constitute an unexpectedly complex profile of polymorphism resulting from natural selection and increased gene product dosage. We propose that these findings constitute a paradigmatic category of multi-copy genes in a broad range of organisms.",0.502380907535553
"Neural oscillations are the most important biological processes in the brain. However, the mechanisms underlying these oscillations remain poorly understood. Here, we use a phenomenological model of delay-combined oscillators with increasing degree of topological complexity to identify the underlying principles of spatio-temporal structure that governs phase lags and oscillatory activity in distant regions. Phase relations in regions of stability are derived from numerically confirmed oscillators networks randomly distributed into clustered bimodal delays, which are an approximation of brain structural connectivity. In-phase, clustered delays induce anti-phase synchronization at certain frequencies, and sign lags are determined by natural frequencies of inhomogeneous network interactions. In -phase, faster oscillators phase lead, stronger connected nodes lag at a weaker frequency of depression, and consistently arises in silico results. We show that in-phase correlations between oscillators and the brain can be quantitatively affected by the temporal structure that renders phases distributed 0 π.",0.5023285746574402
"Neurons in the insect antennal lobe represent odors in spatiotemporal patterns that unfold over multiple time scales. These patterns unspool and decrease overlap between odor representations, which increase the ability of the olfactory system to discriminate odors. In this study, we examined two competing components of this process – lateral excitation and local excitatory interneurons, and slow inhibition of local inhibitory interneuron activity. We found that lateral excitations amplified differences in representations of similar odors recruiting projection neurons to receive direct input from olfaction receptors. Slow inhibition curtailed the spread of projection neuron activity and increased response reliability. These competing influences were finely balanced in order to decorrelate odor representations.",0.5023629069328308
"Chikungunya virus (CHIKV) is the causative agent of severe arthralgia in Africa, Asia, Europe, and recently, the Americas. In recent outbreaks, CHIKV is recognized as manifesting neurologic signs of illness and elderly co- morbidities; however, the syndrome caused by the syndrome is self-limited; patients develop persistent arthrralgias for months to years. Despite its importance as a human health and economic standpoint, there is no licensed vaccine specific treatment to prevent CHIKF. In this study, we have begun to elucidate the pathogenesis of CHIKCF and its mechanism of persistent and chronic arthrafilaria, which is poorly understood. In addition, we lack an animal model of chronic infection and limited studies of CHKV pathogenesis and ability to assess the safety of vaccine candidates currently in development. To address this deficiency, recombination activating gene 1 (RAG1-/-) knockout mice, deficient in T B lymphocytes, develop a chronic CHIK virus infection model. This model will be used for evaluating the safety and efficacy of a live-attenuated vaccine candidate.",0.5023678541183472
"Noroviruses, the most important cause of acute gastroenteritis in humans, recognize histo-blood group antigens (HBGAs) as the most susceptible factors in a strain-specific manner. However, crystal structures of HBGA-binding interfaces/B/H-binding norovirus, the prototype Norwalk virus (GI.1) and predominant GII.4 strain (VA387), have not been elucidated. In this study, we determined the crystal structures and binding properties of the P domain protein of the Lewis-binding Norwalkirus (VA207, GIII.9) and the distinct binding property of the VA387 P protein. Co-crystalization of VA207 and the P dimer Ley sialyl Lex tetrasaccharides showed that VA207 interacts with the two major binding sites found in VA387 and that VA387 is highly conserved among GII norovirus. Our results provide insight into the complex interaction between diverse noroviraluses and polymorphic HBGAs.",0.5023837685585022
"Paracoccidioides brasiliensis is one of the most common etiological agents of Paracoccidaidomycosis (PCM). Despite the long latency period, clinical isolates reflect the spatial distribution of the pathogens. Molecular detection of P. brasilensis and P. lutzii in soil, in isolation of wild animals and armadillos, is important for monitoring the environmental geographical distribution. In this study, we aimed to detect, time, and evaluate the genetic diversity of the species of Pc. brasiliens and Pc lutzi in endemic and non-endemic areas of the environment, using Nested PCR and situ hybridization techniques. In addition, we identified genetic variants in the soil and aerosol samples from armadillo burrows, armadilla samples, and soil samples from clinical armadilli samples, suggesting greater genetic variability in the environment than in vertebrate hosts. Our results indicate that the actual occurrence of Parcoccidios species in saprobic habitat, despite the absence/non-detection of seven armadillary species evaluated in regions with high prevalence of PCM infection, is possible.",0.5023831725120544
"Cholera is a tropical disease caused by the bacterium cholera, which is transmitted by the bite of a mosquito. Cholera can be fatal if not treated with appropriate treatment. In this study, we used PubMed and ProMED searches for information from 2008–2013 and event-based surveillance reports from 2010–2013, to assess the epidemiology of chola in the Philippines. Using spatial log regression, we identified 12 articles from ProMED PubMed reported in chola Philippines between 2008 and 2013. Data from ProMed surveillance revealed 42,071 suspected confirmed and confirmed cases in 2008 and 5,006 confirmed cases between 2013 and 2014. The overall case fatality ratio was 0.62%, 2% outbreaks per 100,000 population. We found that poor access to improved sanitation was consistently associated with higher chola incidence in suspected and confirmed confirmed cases. Paradoxically, access improved water sources were associated with a higher chOLera incidence than suspected confirmed cases and data sources. Our findings highlight the need to maintain infrastructure and non-chlorination water supplies, emphasizing the need for maintain public water systems.",0.5023784637451172
"Female genital schistosomiasis is a parasitic disease caused by the protozoan parasite Schistosoma haematobium, which is transmitted to humans through the genital mucosa of the female genital tract. It is a major public health problem in the developing world and is associated with a high risk of human immunodeficiency virus (HIV) infection. The aim of this study was to quantify the characteristics of the vasculature surrounding the parasite and to identify the factors that influence the risk of HIV infection. In this study, we found that the blood vessels surrounding the infected parasite were significantly vascularised compared to the healthy cervical mucosa. In addition, the blood vessel proliferation was associated with granulation of tissue surrounding viable compared to calcified ova (p = 0.032) and the tendency of neovascularisation of the tissue surrounding the viable ova compared to healthy cervical tissue. Our findings suggest that female genital lesions are associated with the presence of granulation and tissue rich in sprouting blood vessels.",0.5023793578147888
"Mitosis and meiosis are distinct cell division programs. During meiosis, sister chromatids separate, meiotic division, and homologous chromosomes pair to segregate. In most organisms, germ cells programs sequentially, amplify mitosis, switching meiosis to produce haploid gametes. However, autosomal chromosomes are unpaired centromeres in Drosophila germline stem cells, paired following mitosis. Surprisingly, we show that components of the central region of the synaptonemal complex, expressed in the mitotic region of ovaries, localize close to centromres, and promote de novo association with centromere. These results demonstrate that the meiotic proteins and meiotic organization of centomeres, key features that ensure reductional segregation, are laid by amplifying germ cells, and that meiosis started.",0.5023601055145264
"Salmonella enterica serovar Typhimurium is an important cause of disease in humans and animal hosts. The host-to-host transmission pathogen ensures successful propagation and maintenance of the host population. The striking feature of disease transmission heterogeneity is the heterogeneity of host infectiousness. In the proposed host population, 20% of infected hosts, termed super-shedders, are responsible for 80% of the disease transmission. However, little is known about the immune state of super-hedders. In this study, we used a model organism of Salmonella, a major cause of human disease in animal hosts, to study the immune response of the super-shedder mice. We found that the active inflammatory response in the gastrointestinal tract and spleen dampened the TH1 response in specific secondary lymphoid organs. Furthermore, G-CSF-treated mice had higher numbers of neutrophils, a dampened T cell response, characterized by higher levels of regulatory T cells (Tregs), fewer T-bet+ (TH1) T cells and blunted cytokine responsiveness. These results demonstrate a novel role for neutrophil in blunting IL-2-mediated proliferation of the TH2 immune response in spleens.",0.5023820400238037
"Chagas disease is a neglected tropical disease caused by the parasite Triatoma infestans. The parasite is transmitted by blood-sucking insects that feed on the blood of humans, chickens, and other domestic animals. In this study, we investigated the factors that affect blood-feeding rates, proportion of human-fed bugs (human blood index), and daily human-feeding rate of the main vector of Chagas. We used a cross-sectional survey collected from triatomines in human sleeping quarters (domiciles) in 49 270 rural houses in northwestern Argentina. We developed an improved way of estimating the human-filling rate of domestic T. infestan populations. We fitted generalized linear mixed-effects models to a global model of explanatory variables (chicken blood index, dog blood index and bug stage, numbers of human residents, bug abundance, maximum temperature of night preceding bug catch) and response variables (daily blood-fed rate, human blood index) to the response variables. Coefficients estimated by multimodel inference were 0.231 (95% confidence interval, 0.157–0.305). Based on the changing availability of chickens and domiciles in spring-summer and larger infectivity of dogs compared to humans, we infer the net effects of chickens in the presence of transmission-competent hosts adequately described zoopotentiation and zooprophylaxis.",0.502383828163147
"Genes that allow cells to cope with oncogene-induced stress represent selective cancer therapeutic targets that remain largely undiscovered. In this study, we identify the RhoJ signaling pathway as a selective therapeutic target for BRAF mutant melanoma tumors. We show that deletion of the BRAF signaling pathway modulates expression of the pro-apoptotic protein BAD genes involved in cellular metabolism, impairing nevus formation, cellular transformation, and metastasis. Short-term treatment with nascent melanoma tumor PAK inhibitors block Rhoj signaling and halts the growth of BRAF mutants in vitro and induces apoptosis of melanoma cells in vitro. We also show that over 50% of human melanomas express high levels of RHOJ, suggesting that this signaling network may be a therapeutic vulnerability for budding BRAF and human tumors.",0.5023769736289978
"The protein structure classification schemes exist to partition the protein universe into structural units called folds. The schemes discuss how these units sit relative to the global structure space. In this paper we construct networks to describe the global relationships between folds and form structural bridges. We generate networks using different structural alignment methods and multiple score thresholds. We find that networks constructed by different methods remain similar distance apart regardless of the probability threshold defining a structural bridge. We suggest that structural bridges method is a specific attempt to build a picture of structural space reliant on a single structural superposition method. Despite differences in representations, we agree that the organisation of fold space is principal community structures:- α,-β sandwiches, -β barrels, α/β and α+ β. We also find that fold ages in networks are associated with higher age differences between bridged folds, and that the difference increases the number of networks displaying the edge. Our findings suggest that evolutionary information encoded by structural bridges may be encoded in structural structures. Finally, we identify highly central pivotal folds representing dominant topological features that act as key attractors to landscapes.",0.5023497939109802
"Sporadic Creutzfeldt-Jakob disease (CJD) is one of the most prevalent human prion diseases, and is caused by infectious prion protein (PrPSc). The origin of sCJD is unknown, and the initiating event is thought to be stochastic misfolding of the endogenous prion proteins (PrPC) by infectious PrPSc. In contrast, human growth hormone-associated cases of iatrogenic CJD (iCJD), in the United Kingdom (UK), are associated with exposure to an exogenous source of prPSc, which is known to cause disease phenotype, onset, and disease duration. However, the relative contribution of PrPC allotype to PrCJD in heterozygous cases of CJD is unknown. Using mass spectrometry, we determined the relative abundance of PrPPSc M V residue 129 in brain specimens of MV cases of the UK. We found that PrPC containing M V and 129 having a similar propensity to misfold PrPsc causing sCsJD. In comparison, PrPSC containing V and 124 predominated in the majority of UK human growth hormones associated with iCJD cases, consistent with exposure of infectious PrPsSc containing V or 129. These results suggest that the factors that influence CJD type, age and clinical onset, disease duration, and clinical progression are important for the clinical progression and phenotype of heterozygozygous and non-homozygous CJD cases.",0.5023838877677917
"BMP signaling is critical for synapse growth and homeostasis. Signaling of the BMP7 homolog, Gbb, in motor neurons triggers a canonical pathway that modulates transcription of BMP target genes, a noncanonical pathway, that connects local BMP/BMP receptor complexes to the cytoskeleton. Here, we describe a novel pathway that is characterized by accumulation of a pathway effector, phosphorylated Smad (pMad), at synaptic sites. We demonstrate that this pathway is genetically distinguishable from known BMP signaling cascades. We show that this novel pathway does not require Gbb and depends on presynaptic BMP receptors for specific postsynaptic glutamate receptor subtypes, type-receptor subtypes. Instead, selective disruption of the pMad accumulation reduces synaptic levels at type- receptors, revealing a positive feedback loop that appears to function to stabilize active type-Receptor synaptic sites and to stabilize synapse activity.",0.5073907971382141
"Selective dimerization of basic-region leucine- zipper (bZIP) transcription factors presents a vivid example of the high degree of interaction specificity achieved by a family of structurally similar proteins. The coiled-coil motif mediates homo- and hetero-dimerization of bZIP proteins and has been intensively studied, and a variety of methods have been proposed to predict interactions with sequence data. In this work, we develop a predictive model that exploits the knowledge of the structurally conserved residue-and residue interactions of the coiled coil motif. The model, which expresses the interaction energies in sum of interpretable residue-pair triplet terms, achieves correlation between experimental binding free energies and R = 0.68 significantly-performs scoring functions. We use the model to develop novel synthetic peptides for assembling and assembling 7- residue native-protein heptad modules into new combinations. We find that the optimal combination of heptads can bind selectively to human bZip domains, and target paralogs. Our approach, which is based on a fluorescence resonance energy transfer assay, confirmed the formation of tight selective heterodimers for the designed peptides.",0.5073907971382141
"Magnetic resonance imaging (MRI) is the preferred method for diagnosing knee injuries. However, the interpretation of knee MRI is time-intensive and has diagnostic error variability. We developed a deep learning model that can automatically learn layers of features, suited for modeling complex relationships between medical images and interpretations. We measured the effect of providing model predictions on clinical experts’ interpretation of MRI exams. The dataset consisted of 1,370 knee MRI exams performed at Stanford University Medical Center between January 1, 2001, and December 31, 2012 (mean age 38.0 years; 569 [41.5%] female patients). The majority of the 3 musculoskeletal radiologists established reference standard labels and internal validation sets for 120 exams. We also developed MRNet, a convolutional neural network classifying MRI series combined with predictions of 3 series of exam logistic regression. MRNet trained the entire internal validation set on 183 exams, and MRNet was trained on the Stanford sagittal T2-weight series of labels of ACL tears, meniscal tears, and ACL tears. Our results support the assertion that deep learning models improve performance of clinical experts in medical imaging interpretation.",0.5073907971382141
"Streptomyces cerevisiae is the most important bacterium in the world. It is important to understand the mechanisms by which this bacterium functions. In this study, we have defined the BldM-WhiI system as a functional heterodimer that controls the expression of Group II and Group II genes. We show that Group II gene expression depends on bldM and WhiI, and that Bldm is required for the formation of aerial hyphae and for the differentiation of reproductive structures in mature spores. We also show that the two genes are dependent on each other for their expression. We further show that this system is able to control both the expression and expression of the Group I genes.",0.5073907971382141
"The circadian clockwork is a complex of proteins that are composed of a number of proteins, each of which is regulated by a specific molecular mechanism. In this study, we analyze the biochemical basis of the oscillator by quantifying time-dependent interactions between proteins (KaiA, KaiB, KaiC) and electron microscopy. We derive a dynamic model of the in vitro oscillator that accurately reproduces the rhythms of KaiA and KaiB complexes and KaiC phosphorylation, consistent with biophysical observations of individual Kai protein interactions. We use fluorescence resonance energy transfer (FRET) to confirm that monomer exchange between KaiC and hexamers occurs, sustaining high-amplitude oscillation. Finally, we apply perturbation analyses to test the resetting characteristics of the KaiABC oscillator, testing resetting properties of the unique circadian oscillator.",0.5073907971382141
