summary,coherence_score
"Taenia serialis is a parasitic worm that infects a wide range of mammals, birds, and reptiles, including humans. The larval stage of Taenia serialis is commonly parasitized by rodents and lagomorphs, reported from a wide range of hosts including geladas (Theropithecus gelada), primates endemic to Ethiopia. Geladas exhibit protuberant larval cysts indicative of advanced T. serialis infection associated with high mortality. The non-protuberant larvae develop deep tissue abdominal cavity, leading to an underestimate of prevalence based solely on observable cysts. We adapted a non-invasive antibody-based enzyme-linked immunosorbent assay (ELISA) to detect circulating Taenia antigen in gelada urine. Analysis revealed that the assay was highly accurate in detecting Taenia antigen, 98.4 % specificity, 98.5 % sensitivity, and the area curve was 0.99. The assay was used to investigate the prevalence of T. serialis infection in a wild gelada population, finding infection substantially widespread in the occurrence of visible T. serialis cysts ( 16.4 % tested positive, 6 % population exhibited cysts). We also examined the sex bias of T. serialis infection and found significant sex bias in cyst antigen presence.",0.4887125492095947
"Gram-positive bacteria are known to be highly resistant to antibiotics. However, the mechanisms by which these bacteria are able to evade antibiotics are poorly understood. In this study, we show that a Gram-positive bacterium, Bacillus subtilis pLS20, is regulated by a master repressor. This master repressor is responsible for repressing the expression of a number of Gram-positive bacteria, including the Gram-negative bacteria Bacillus subtilis and Bacillus thuringiensis. In this study, we show that pLS20 is regulated by a master repressor. This master repressor is responsible for repressing the expression of a number of Gram-positive bacteria, including the Gram-negative bacteria Bacillus subtilis and Bacillus thuringiensis. In this study, we show that pLS20 is regulated by a master repressor. This master repressor is responsible for repressing the expression of a number of Gram-positive bacteria, including the Gram-negative bacteria Bacillus subtilis and Bacillus thuringiensis. In this study, we show that pLS20 is regulated by a master repressor. This master repressor is responsible for repressing the expression of a number of Gram-positive bacteria, including the Gram-negative bacteria Bacillus subtilis and Bacillus thuringiensis.",0.48873138427734375
"Zoonotic diseases (ZDs) pose a threat to human health in low-income countries. However, countries have underestimated the burden of ZDs and under-reported the disease incidence. In this study, we assessed the burden of ZDs and under-reported the disease incidence in Kyrgyzstan. We estimated the combined incidence of ZDs and under-reported the disease incidence using a standardized health gap measure. We found that the combined incidence of ZDs and under-reported the disease incidence was 141,583 cases and 576 deaths in 2013. The highest burden caused by non- typhoidal Salmonella Echinococcus multilis, respectively 14,792 DALYs and 11,915 DALYs. The highest burden caused by non- typhoidal Salmonella Echinococcus multilis, respectively 14,792 DALYs and 11,915 DALYs.",0.48876264691352844
"Vaccinia virus (VACV) K1 C7 is the most common poxvirus in the world. It is the only poxvirus capable of replicating in mammalian cells, and it is the only poxvirus capable of replicating in humans. Vaccinia virus (VACV) K1 C7 is an antagonized poxvirus protein that is encoded by two poxvirus proteins, SAMD9 and SAMD9L. SAMD9 and SAMD9L are tumor suppressors of poxvirus replication. In humans, SAMD9 and SAMD9L are required for interferon induction in human cells, and in mice, SAMD9 and SAMD9L are required for interferon induction in mouse cells. Here, we show that SAMD9 and SAMD9L are required for interferon induction in human cells, and in mice, SAMD9 and SAMD9L are required for interferon induction in mouse cells. We show that SAMD9 and SAMD9L are required for interferon induction in human cells, and in mice, SAMD9 and SAMD9L are required for interferon induction in mouse cells.",0.4888143837451935
"High levels of serum IgE are considered markers of parasite helminth exposure and play a key role in anti- tumoral defence, crucial mediators of autoimmune diseases. In this study, we tested 353,569 SNPs in association with serum IgE levels in 1,530 individuals from the KORA S3 / F3 study. We performed independent population-based study samples from 9,769 individuals. Functional variants in gene encoding alpha chain high affinity receptor IgE (FCER1A) chromosome 1q23 (rs2251746 rs2427837) strongly associated with total IgE levels in P values 1.851020 7.081019 combined analysis, post-hoc analysis showed additional associations with allergic sensitization (P = 7.78104 P = 1.95103) and allergy (P = 1.95103 P = 1.95109). Furthermore, variants in RAD50 gene chromosome 5q31 consistently associated IgE levels in P values 6.281074.46108 and increased risk of atopic eczema (P = 6.281074.46108).",0.48879000544548035
"Innate immune responses induced by modified vaccinia virus Ankara (MVA) are essential for designing new vaccine vectors anticipating potential adverse interactions naturally acquired by vaccine-induced immune responses. Here, we report that innate immune responses induced by MVA are robust in human THP-1 cells, primary human macrophages, and primary human bone marrow-derived macrophages (BMDMs) and characterized by a fairly weak pro-inflammatory cytokine response. In addition, we show that MVA induced marked and regulation of expression of the RIG-like receptors (RLR), the IPS-1 adapter (known as Cardif, MAVS), and the MDA-5 inflammasome pathway in macrophage and macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage macrophage",0.4888119697570801
"Expression of un-utilised protein (benefits of current environment) incurs quantifiable fitness costs in cellular growth rates. However, the magnitude of variability in un-utilised protein expression in natural settings is largely unknown. We address this challenge by combining global proteomics data with a genome-scale model of Escherichia coli to compute the environment-specific cost utility of proteome gene basis. We find that nearly half of the proteome mass is unused in certain environments, accounting for more than 95 % of the variance in growth rates. Furthermore, reduction of unused protein expression shows a common mechanism to increase cellular growth rates adaptive to evolution experiments.",0.4887414574623108
"Enteropathogenic Escherichia coli (EPEC) is a major cause of infections in humans and animals. EPEC infection is mediated by a type III effector that modulates host cell signaling. In this study, we show that a type III effector, EspT, induces the formation of membrane ruffles in lamellipodia, which facilitate EPEC invasion of non-ic cells. EspT-induced membrane ruffles facilitate EPEC invasion of non-ic cells, resulting in actin formation in the intracellular pedestals of enterocytes. Our data breaks the dogma that EPEC is an invasive pathogen.",0.48876258730888367
The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation. The heavy-metal-rich soils of A. lyrata and A. halleri are a compelling model organism for environmental adaptation.,0.48882532119750977
"The spatio-temporal structure of the brain is important for many biological processes, such as the regulation of the nervous system, the immune system, and the brain’s ability to fight disease. However, the mechanisms underlying the spatio-temporal structure of the brain are poorly understood. In this paper, we use a phenomenological model of delay-coupled oscillators, increasing the degree of topological complexity, to identify the underlying principles of spatio-temporal structure of the brain. We show that the spatio-temporal structure of the brain governs the phase lags of oscillatory activity in distant regions. We show that the spatio-temporal structure of the brain governs the phase lags of oscillatory activity in distant regions. We show that the spatio-temporal structure of the brain governs the phase lags of oscillatory activity in distant regions. We show that the spatio-temporal structure of the brain governs the phase lags of oscillatory activity in distant regions. We show that the spatio-temporal structure of the brain governs the phase lags of oscillatory activity in distant regions.",0.4888108968734741
Neurons in the insect antennal lobe represent ability to spatiotemporal patterns of activity unfold multiple time scales. Neurons in the insect antennal lobe represent ability to spatiotemporal patterns of activity unfold multiple time scales. Neurons in the insect antennal lobe represent ability to spatiotemporal patterns of activity unfold multiple time scales. Neurons in the insect antennal lobe represent ability to spatiotemporal patterns of activity unfold multiple time scales. Neurons in the insect antennal lobe represent ability to spatiotemporal patterns of activity unfold multiple time scales. Neurons in the insect antennal lobe represent ability to spatiotemporal patterns of activity unfold multiple time scales. Neurons in the insect antennal lobe represent ability to spatiotemporal patterns of activity unfold multiple time scales.,0.48882532119750977
"Chikungunya virus (CHIKV) causes chikungunya fever (CHIK), a syndrome characterized by rash, fever, debilitating, and chronic arthritis. Recent outbreaks of CHIKV in Africa, Asia, Europe, and the Americas have highlighted the importance of reemerging disease and the need for licensed vaccine specific treatment to prevent CHIK. Despite the importance of reemerging disease, licensed vaccine specific treatment prevent CHIK. Despite the importance of reemerging disease, licensed vaccine specific treatment prevent CHIK. In this study, we describe a chronic CHIKV infection model and describe the use of this model to evaluate safety of live-attenuated vaccine candidates.",0.4886447787284851
"Noroviruses are important cause of acute gastroenteritis in humans. Noroviruses recognize histo-blood group antigens (HBGAs) from their host factors and are susceptible to strain-specific manner. Crystal structures of HBGA-binding interfaces / B/H-binding noroviruses have been elucidated, but the molecular basis of strain-specificity remains unclear. Here, we determined the crystal structures of the P domain protein Lewis-binding norovirus (VA207, GII.9 and VA387). We found that VA207 interacts with a common site found on GII.9 and VA387 target secretors. The binding pocket of VA207 formed seven amino acids, residues of which are essential for basic binding function, involved in strain-specificity. We found that VA207 interacts with a common site found on GII.9 and VA387 target secretors. The binding pocket of VA207 formed seven amino acids, residues of which are essential for basic binding function, involved in strain-specificity. We found that VA207 interacts with a common site found on GII.9 and VA387 target secretors. The binding pocket of VA207 formed seven amino acids, residues of which are essential for basic binding function, involved in strain-specificity.",0.4887874722480774
"Paracoccidioidomycosis (PCM) is an infectious disease caused by the protozoan parasites Paracoccidioides brasiliensis and Paracoccidioides lutzii. The disease is transmitted to humans through the bite of armadillos. The disease is endemic in the Southeastern and Midwestern regions of Brazil, and in the Northern regions of the country. In this study, we aimed to detect the presence of P. brasiliensis and P. lutzii in soil samples collected from armadillos in the Southeastern and Midwestern regions of Brazil, and to evaluate the genetic diversity of P. brasiliensis and P. lutzii in soil samples collected from armadillos in the Northern regions of the country. We found that P. brasiliensis and P. lutzii were detected in soil samples collected from armadillos in the Southeastern and Midwestern regions of Brazil, and that P. brasiliensis and P. lutzii were detected in soil samples collected from armadillos in the Northern regions of the country. We also found that P. brasiliensis and P. lutzii were detected in soil samples collected from armadillos in the Southeastern and Midwestern regions of Brazil, and that P. brasiliensis and P. lutzii were detected in soil samples collected from armadillos in the Northern regions of the country.",0.4888022840023041
"Cholera is the leading cause of death in the Philippines, affecting more than 100,000 people each year. Despite the prevalence of cholera in the Philippines, there is little data on cholera occurrence in the country. In this study, we searched for information on cholera occurrence in the Philippines from 2008–2013 event-based surveillance reports and assessed the role of water, sanitation, and population density in cholera incidence. We found that poor access to improved sanitation and access to improved water sources were consistently associated with higher cholera incidence in the Philippines. Paradoxically, access to improved water sources associated with higher cholera incidence in the Philippines.",0.48879513144493103
"Schistosomiasis is a neglected tropical disease caused by the protozoan parasite Schistosoma haematobium ova. It is a major cause of morbidity and mortality in sub-Saharan Africa. Schistosoma haematobium ova has been linked to an increased risk of human immunodeficiency virus (HIV) infection. In this study, we aimed to quantify the characteristics of the vasculature surrounding Schistosoma haematobium ova in the female genital mucosa. We found that S. haematobium ova has a higher density of established blood vessels compared to healthy cervical mucosa. We also found that S. haematobium ova has a tendency to neovascularise tissue surrounding viable ova compared to healthy cervical mucosa. We also found that S. haematobium ova has a higher density of established blood vessels compared to healthy cervical mucosa. These findings suggest that S. haematobium ova has a higher density of established blood vessels compared to healthy cervical mucosa.",0.4886801838874817
"Mitosis is a distinct cell division program in which the chromosomes pair segregate. The chromosomes are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids. The centromeres are separated into two distinct groups, the centromeres and the chromatids.",0.48882532119750977
"Salmonella enterica serovar Typhimurium is a pathogen that causes disease in humans and animal hosts. Host-to-host transmission of the pathogen is a striking feature of the disease transmission heterogeneity in host infectiousness. The proposed host population is a group of 20 % infected hosts, termed super-shedders, responsible for 80 % of the disease transmission. In this study, we studied the immune state of super-shedders in a model of Salmonella enterica serovar Typhimurium. We found that mice infected with super-shedders had a dampened immune response to the gastrointestinal tract spleen and a dampened immune response to the secondary lymphoid organs. In addition, we found that neutrophils blunted the IL-2-mediated proliferation of TH1 cells in spleen-infected super-shedders. We also found that depletion of neutrophils led to an increase in the number of T- bet+ TH1 cells and restored their ability to respond to IL-2. Taken together, these findings suggest that neutrophils blunt the IL-2-mediated proliferation of TH1 cells in spleen-infected super-shedders.",0.4886634647846222
"Chagas disease is caused by the parasite Triatoma infestans, which is transmitted to humans by blood-sucking insects. In this study, we investigated the factors that affect blood-feeding rates, proportion of human-fed bugs (human blood index) and daily human-feeding rates of Triatoma infestans, the main vector of Chagas disease. We developed a better way to estimate the daily human-feeding rate of Triatoma infestans populations. We found that the proportion of human-fed bugs (human blood index) decreased substantially, while the proportion of chicken-dog-fed bugs (chicken blood index) increased. We also found that the proportion of chicken-dog-fed bugs (chicken blood index) decreased substantially, while the proportion of chicken-dog-fed bugs (chicken blood index) increased. We infer that the presence of chickens in a household profoundly affects the host-feeding choices of blood-sucking insects.",0.4887682795524597
"Genes that allow cells to cope with stress represent a selective therapeutic target for cancer treatment. We have identified a RhoJ signaling pathway as a therapeutic target for BRAF mutant melanocytes. We show that BRAF mutant melanocytes express high levels of the RhoJ-Bad signaling network, which is essential for BRAF mutant melanocytes to cope with stress. We also show that BRAF mutant melanocytes express high levels of the RhoJ-Bad signaling network, which is essential for BRAF mutant melanocytes to cope with stress. We show that BRAF mutant melanocytes express high levels of the RhoJ-Bad signaling network, which is essential for BRAF mutant melanocytes to cope with stress. We show that BRAF mutant melanocytes express high levels of the RhoJ-Bad signaling network, which is essential for BRAF mutant melanocytes to cope with stress. We also show that BRAF mutant melanocytes express high levels of the RhoJ-Bad signaling network, which is essential for BRAF mutant melanocytes to cope with stress.",0.4888162612915039
"Protein structure classification schemes exist to partition protein universe structural units called folds into structural units called folds. schemes discuss units sit relative to global structure space. In this paper, we construct networks to describe relationships between global folds and structural bridges. We show that networks constructed using different structural alignment methods remain similar apart regardless of the probability threshold defining a structural bridge. We also show that networks constructed using a single structural superposition method remain similar apart regardless of the probability threshold defining a structural bridge. Finally, we identify highly central pivotal folds representing dominant topological features that act as key attractors for landscapes.",0.4888230860233307
"Creutzfeldt-Jakob disease (sCJD) is a fatal transmissible neurodegenerative disease caused by infectious prion protein (PrPSc). The origin of sCJD is unknown, initiating an event thought to be misfolding of endogenous prion protein (PrPC). However, human growth hormone-associated cases of iatrogenic CJD (iCJD) in the United Kingdom (UK) are associated with exposure to an exogenous source of PrPSc. In contrast, human growth hormone-associated cases of iatrogenic CJD (iCJD) in the United Kingdom (UK) are associated with exposure to an exogenous source of PrPSc. We used mass spectrometry to determine the relative abundance of PrPSc in brain specimens of MV cases of sCJD. We found that PrPSc M and PrPSc Valine (V) are highly variable in the abundance of PrPSc M and PrPSc Valine (V) in brain specimens of MV cases of sCJD. We also found that PrPSc M and PrPSc Valine (V) are highly variable in the abundance of PrPSc M and PrPSc Valine (V) in brain specimens of MV cases of sCJD.",0.4885807931423187
"The motor neurons of the Drosophila melanogaster are responsible for regulating the growth of the synapse, a network of cells that connects the brain to the rest of the body. BMP signaling is critical for the growth and maturation of the synapse, and is regulated by a noncanonical BMP pathway. Here, we describe a novel noncanonical BMP pathway characterized by accumulation of the effector, phosphorylated Smad (pMad), at synaptic sites. We show that the accumulation of pMad reduces postsynaptic levels of type- and type-receptors, revealing a positive feedback loop that appears to stabilize the activity of active type- and type-receptors at synaptic sites. Instead, selective accumulation of pMad reduces postsynaptic levels of type- and type-receptors, revealing a positive feedback loop that appears to stabilize the activity of active type- and type-receptors at synaptic sites.",0.4895981252193451
"The leucine- zipper (b) transcription factor is a transcription factor that plays a key role in the regulation of many cellular processes. The coiled-coil motif of the b transcription factor is one of the most conserved motifs in the family of transcription factors. The coiled-coil motif plays a key role in the homo- hetero-ization of the b transcription factor. In this work, we develop a predictive model for predicting the interactions between the coiled-coil motif and the b transcription factor. The model expresses the interaction sum energies interpretable by residue-pair triplet terms, achieves correlation experimental binding free energies R = 0.68 significantly, and performs scoring functions. Using this model, we devised a strategy for synthetic peptides built assembling 7 - residue native-protein heptad modules, which bind selectively to the human b coiled coil, target paralogs, and the human JUN, XBP1, ATF4, and ATF5 transcription factors. We tested 132 candidate protein complexes in fluorescence resonance transfer assay and confirmed formation of tight selective heterodimers designed peptides targets.",0.49245160818099976
"Magnetic resonance imaging (MRI) is the preferred method for diagnosing knee injuries, but the interpretation of MRI is time-intensive and subject to diagnostic error variability. Deep learning methods are able to automatically learn layers of features, suited for complex medical images interpretations. In this study, we developed a deep learning model detecting general abnormalities specific to diagnoses ( anterior cruciate ligament [ACL] tears, meniscal tears) and knee MRI exams. We measured the effect of providing model predictions to clinical experts interpretation. We found that providing model predictions significantly increased clinical experts’ specificity identifying ACL tears (p-value  0.001; q-value  0.019).",0.49202942848205566
"BldM is an orphan response regulator that plays a critical role in Streptomyces differentiation. BldM is required for the formation of aerial hyphae and WhiI is required for the differentiation of reproductive structures in mature spores. Here, we show that BldM controls BldM homodimer formation and WhiI is required for the differentiation of reproductive structures in mature spores. We demonstrate that BldM controls BldM homodimer formation and WhiI is required for the differentiation of reproductive structures in mature spores.",0.4916408360004425
"The daily rhythms of the human body are governed by the circadian clock, which is a 24-hour-long periodicity of temperature and light. The circadian clock displays the self-sustained 24-hour periodicity of temperature and light, as well as the self-sustained 24-hour periodicity of temperature and light. This self-sustained 24-hour periodicity of temperature and light is compensated by the self-sustained 24-hour periodicity of temperature and light. In this study, we derive a dynamic model of a biochemical oscillator reconstituted in vitro from purified proteins, which accurately reproduces the rhythms of the circadian clock. We also apply perturbation analyses to study the resetting characteristics of the circadian clock.",0.4918052554130554
"Genomic mapping of DNA replication origins (ORIs) in mammals provides powerful means to understand regulatory complexity in the genome. Here, we combine genome-wide analysis with molecular analysis of distinct classes of ORIs according to location relative to genes, to identify preferential sites of DNA replication initiation in 0.4 % of mouse genome. We show that nearly half of the ORIs map promoter regions, interestingly, ORI density strongly correlates with promoter density, reflecting coordinated organisation of replication transcription in the mouse genome. Detailed analysis of ORI activity showed CpG island promoter-ORIs efficient ORIs ES cells ORI specification firing efficiency maintained cell types, suggesting co-evolution of regulatory regions driving replication transcription. Remarkably, distribution of replication initiation sites promoter-ORIs exactly parallels transcription start sites (TSS), suggesting co-evolution of regulatory regions driving replication transcription.",0.49067413806915283
"Skeletal muscle morphogenesis transforms short muscle precursor cells into long, multinucleate myotubes that anchor myotendinous junction (MTJ) tendons. In vertebrates, great deal is known about muscle specification somitic cells, but little is known about the cellular mechanisms that generate long muscle short cells. Here, we show that zebrafish fast muscle fiber morphogenesis consists of discrete phases: short precursor cells, intercalation / elongation, boundary capture, and myotube formation. The second phase, intercalation / elongation, proceeds-step process: protrusion extension filling. The third phase, protrusion extension filling, proceeds-step process: boundary capture. Finally, ends muscle fiber anchor MTJ (boundary capture) and undergo morphogenetic changes adopt stereotypically, cylindrical shape myotubes. We find that the basement membrane protein laminin is required for efficient elongation, proper fiber orientation, and boundary capture. Furthermore, laminin is a novel molecular cue mediating fiber orientation limiting muscle cell length.",0.49075886607170105
"Stem cells are the most abundant cells in the human body. However, the dynamics of stem cells are not well understood. In this study, we developed a new method to study stem cells in the mouse colon using stem cell markers. We found that stem cells in the mouse colon accumulate mutations in microsatellites, and that the accumulation of microsatellites plays a major role in the maintenance of the colon crypts. We also found that stem cells in the mouse colon are separated into small domains and share a common ancestor. We gained new data demonstrating colon epithelium clustered separately with hematopoietic cell types, indicating that colon constituted progenitors ruling significant renewal of the colonic epithelium hematopoietic cells in adulthood. Overall, this study demonstrates the reliability of cell lineage reconstruction to study stem cell dynamics, and addresses open questions about colon stem cells.",0.4918600916862488
"Human African trypanosomiasis (HAT) is a neglected tropical disease caused by the protozoan parasite Glossina fuscipes, which lives in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah. The Gambian HAT tsetse flies live in the humid zone of the Gambian riverine savannah.",0.49379202723503113
